greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
HIGHBURY HILL,16499,D W Wright,3,0,33522,1,0.0,2.88,[],78609,2022-02-27 16:04
MAY ME MAA,15818,K E Seville,2,0,11641,2,0.07,4.33,[],78609,2022-02-27 16:04
HIGHVIEW BRAND,11163,B Heaton,4,0,31362,3,0.02,5.5,[],78609,2022-02-27 16:04
HIGHVIEW PLANET,8269,B Heaton,5,0,42112,4,0.175,5,[],78609,2022-02-27 16:04
DINO REX,15130,W M Lyons,6,0,24211,5,0.28,5.5,[],78609,2022-02-27 16:04
LANODY ROSMUR,9710,M A Dagley,1,0,24411,6,0.0,7.5,[],78609,2022-02-27 16:04
