greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
SPORTING GALILEO,8452,D Brock,1,0,64266,1,0.0,8,[],79037,2022-03-02 13:17
HEADFORD DELIGHT,9064,P Clarke,4,0,T4534,2,0.2275,4,[],79037,2022-03-02 13:17
PENNYS HUMOUR,19549,P Clarke,5,0,TTT55,3,0.0,6,[],79037,2022-03-02 13:17
JAXX FIRE STORM,17851,C M Dibb,3,0,53521,4,0.0,6,[],79037,2022-03-02 13:17
DARVER SCHILLACI,10468,S A Saberton,6,0,26435,5,0.0,3.5,[],79037,2022-03-02 13:17
FOOTFIELD MARLEY,14992,L E Morrison,2,0,TTT41,6,0.03,3.75,[],79037,2022-03-02 13:17
