greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
COALTOWN ASH,1856,G Strike,6,0,66113,1,0.0,5,[],78847,2022-03-01 14:19
MUCHO MACHO ISLA,17681,K Blackbird,2,0,24462,2,0.3325,4,[],78847,2022-03-01 14:19
KILBANNON ESKE,16689,C Mcnicholas,5,0,52311,3,0.42,4.5,[],78847,2022-03-01 14:19
BAYVIEW PANDA,17287,K Blackbird,3,0,5T6T5,4,0.0,6.5,[],78847,2022-03-01 14:19
SLAP DASH,9902,G Strike,1,0,TT145,5,0.0,7,[],78847,2022-03-01 14:19
SERENE WINNER,17954,J Sutherst,4,0,66535,6,0.03,3.25,[],78847,2022-03-01 14:19
