greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
REDHILLS BLUE,14688,K Dodington,4,0,15354,1,0.0,6,[],78670,2022-02-27 19:56
GET MY DRIFT,19249,D K Hurlock,3,0,T1T42,2,0.245,2.2,[],78670,2022-02-27 19:56
LIBERTY EXPRESS,15871,A M P Collett,1,0,22244,3,0.2275,5.5,[],78670,2022-02-27 19:56
POOKIES JULIUS,17260,K Dodington,2,0,25553,4,0.02,7,[],78670,2022-02-27 19:56
HAZELWOOD GUN,2775,B D O&#x27;sullivan,5,0,326T1,5,0.2975,6,[],78670,2022-02-27 19:56
CLAIRKEITH TANGO,3707,P M Donovan,6,0,TTT61,6,0.02,6,[],78670,2022-02-27 19:56
