greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BLASTOFF MAUD,6625,J Turner,4,0,63451,1,0.0,3.75,[],78955,2022-03-01 20:23
DECE GREEN,11730,D Childs,3,0,34414,2,0.07,6.5,[],78955,2022-03-01 20:23
GIN AND LEMON,14556,D W Lee,6,0,43142,3,0.1575,3,[],78955,2022-03-01 20:23
DRUMCROW ROLO,3710,J J Luckhurst,5,0,3313T,4,0.0875,6,[],78955,2022-03-01 20:23
MOANING DE NIRO,11508,D B Whitton,2,0,31636,5,0.2625,6,[],78955,2022-03-01 20:23
ALFAR GINA,16317,T M Levers,1,0,14465,6,0.665,5.5,[],78955,2022-03-01 20:23
