greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
SLANAN NIAMH,17897,N F Carter,6,0,34122,1,0.0,3,[],79325,2022-03-04 14:07
WOODCOCKS ALYA,8836,N J Deas,5,0,43345,2,0.1575,5.5,[],79325,2022-03-04 14:07
WOODCOCKS ALIVIA,431,N J Deas,4,0,21231,3,0.2975,4.5,[],79325,2022-03-04 14:07
JIMMY THE MAN,13396,N F Carter,3,0,32663,4,0.0,3.25,[],79325,2022-03-04 14:07
AGHABURREN DOLLY,1190,N F Carter,2,0,16336,5,0.2625,9,[],79325,2022-03-04 14:07
MR SHARP,17475,J S Atkins,1,0,345T6,6,0.02,9,[],79325,2022-03-04 14:07
