greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
WHITE GAGA,15387,L G Tuffin,2,0,TTTT6,1,0.0,4.33,[],78811,2022-02-28 18:17
HIPPY CHICK,15098,P A Braithwaite,1,0,42344,2,0.0875,8,[],78811,2022-02-28 18:17
TUFTYS TOPGEAR,14325,L G Tuffin,5,0,65252,4,0.0,3.75,[],78811,2022-02-28 18:17
SALACRES BOOTHBY,16623,P H Harnden,6,0,51513,5,0.015,5,[],78811,2022-02-28 18:17
GRAFTON RUBATO,15049,H J Dimmock,4,0,22214,6,0.0,3.75,[],78811,2022-02-28 18:17
ASK BLAKE,16900,F J Gray,3,0,45415,,0.0,,[],78811,2022-02-28 18:17
