greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
JETS PEARL,15246,M E Wiley,4,0,5666T,1,0.0,2.88,[],78468,2022-02-26 10:31
EXVE ALIDOCIOUS,7386,D Mullins,5,0,44545,2,0.0,8,[],78468,2022-02-26 10:31
UNDERGROUND LUKE,11921,P W Young,6,0,13526,3,0.015,3.25,[],78468,2022-02-26 10:31
MAYSES DOTTY,15589,M E Wiley,3,0,13154,4,0.49,11,[],78468,2022-02-26 10:31
BINGO WINGS LAD,1553,B Doyle,1,0,63131,5,0.105,5,[],78468,2022-02-26 10:31
ERRILL SKY,10306,M E Wiley,2,0,55533,6,0.175,5,[],78468,2022-02-26 10:31
