greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
KENILWORTH,15277,C Mcnicholas,5,0,51465,1,0.0,8,[],79011,2022-03-02 20:27
MONGYS DIAMOND,18744,E A Lagan,3,0,52216,2,0.07,4.33,[],79011,2022-03-02 20:27
TIKTOK ABBY,7529,E Y Bell,2,0,TTT64,3,0.07,3,[],79011,2022-03-02 20:27
CONORS JET,17684,P Miller,6,0,42263,4,0.315,2.75,[],79011,2022-03-02 20:27
UNKNOWN HULK,19706,K Blackbird,4,0,,5,0.175,8,[],79011,2022-03-02 20:27
LIMONCELLO,4626,G Strike,1,0,55535,6,0.0,10,[],79011,2022-03-02 20:27
