greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BANDIT BOLT,14032,M Haythorne,6,0,44445,1,0.0,3.75,[],79080,2022-03-02 18:28
HAWKFIELD WISDOM,18623,K Bowman,2,0,T6466,2,0.0,7,[],79080,2022-03-02 18:28
DRUMCROW YANK,19712,J W Gaskin,4,0,,3,0.02,3.5,[],79080,2022-03-02 18:28
MOVIN STREAM,15957,M Haythorne,3,0,35412,4,0.105,4,[],79080,2022-03-02 18:28
ZARI CHINA,4007,D L Cross,5,0,6212T,5,0.0,5,[],79080,2022-03-02 18:28
BLAKES LACE,13272,J Simpson,1,0,42526,6,0.0875,8,[],79080,2022-03-02 18:28
