greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
RESTLESS SPIRIT,17123,P Miller,1,0,2T422,1,0.0,3.25,[],78851,2022-03-01 15:26
RIDGEMOUNT CAT,19539,C Mcnicholas,5,0,TTT1,2,0.105,3,[],78851,2022-03-01 15:26
HOLDEM LIFFEY,8781,E Y Bell,6,0,15451,3,0.175,9,[],78851,2022-03-01 15:26
FIND OUT,12890,J A Teal,3,0,16354,4,0.07,4.33,[],78851,2022-03-01 15:26
VIEW FUTURE,12418,G Strike,4,0,44521,5,0.02,5.5,[],78851,2022-03-01 15:26
SHANEBOY BERG,9536,S Linley,2,0,33255,6,0.1925,9,[],78851,2022-03-01 15:26
