greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
TULLYOTTER QUEEN,6088,K Everitt,5,0,64T34,1,0.0,2.2,[],78805,2022-02-28 19:56
LEES LITTLE GIRL,16228,L J Macmanus,3,0,42153,2,0.35,4.33,[],78805,2022-02-28 19:56
BALLYGUR LISA,19595,K Bowman,4,0,TTTT6,3,0.4025,10,[],78805,2022-02-28 19:56
LUTTONS NICOLA,1287,J M Windrass,6,0,T5544,4,0.07,10,[],78805,2022-02-28 19:56
KILARA BEO,9481,K M Tobin,1,0,TTTTT,5,0.02,8,[],78805,2022-02-28 19:56
ALL WOUND UP,10566,J M Windrass,2,0,T4426,6,0.5075,3.75,[],78805,2022-02-28 19:56
