greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BALLYCIAN BUBBA,19278,G Rankin,3,0,T2213,1,0.0,3.5,[],79053,2022-03-02 14:23
ABIGAILS SUGAR,17578,C S Fereday,6,0,34322,2,0.02,4.5,[],79053,2022-03-02 14:23
JAGUAR ROSIE,19276,G Rankin,5,0,TTT1T,3,0.0,4.5,[],79053,2022-03-02 14:23
ALSINORE,19707,A J Dunn,4,0,TTTTT,4,0.14,8,[],79053,2022-03-02 14:23
WATERSIDE TESS,14532,P J Doocey,1,0,44362,5,0.07,3.5,[],79053,2022-03-02 14:23
ACTIVE FUTURE,17546,S M Buckland,2,0,52521,6,0.245,8,[],79053,2022-03-02 14:23
