greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
JAGUAR BRADY,18003,C D Marston,5,0,5T565,1,0.0,8,[],79051,2022-03-02 13:49
BEATTIES POWER,1419,K Billingham,6,0,4316T,2,0.015,8,[],79051,2022-03-02 13:49
MOANTEEN KIARAN,2936,K Billingham,3,0,46TT4,3,0.015,3.5,[],79051,2022-03-02 13:49
MALBAY FARRAH,5181,S M Buckland,4,0,55125,4,0.015,4,[],79051,2022-03-02 13:49
CROSSFIELD RUBY,16329,A J Dunn,1,0,342T1,5,0.0,4,[],79051,2022-03-02 13:49
MAISIES ROSE,15291,J B Thompson,2,0,31264,6,0.455,4.33,[],79051,2022-03-02 13:49
