greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
SAVANA PONCHO,14983,F J Gray,4,0,24415,1,0.0,3,[],79093,2022-03-02 18:48
ADELES JAYKAY,15719,L Field,1,0,44133,2,0.1225,2.63,[],79093,2022-03-02 18:48
WAIKIKI JIM,10220,M Brighton,2,0,35155,3,0.21,9,[],79093,2022-03-02 18:48
BLING BLING TIM,18296,L Field,5,0,T5252,4,0.1925,10,[],79093,2022-03-02 18:48
NISSELS THUNDER,10409,D W Lee,3,0,14T62,5,1.12,8,[],79093,2022-03-02 18:48
MAKEIT BEAUTY,16215,F J Gray,6,0,T1425,6,0.245,5,[],79093,2022-03-02 18:48
