greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
AWAYINAHACK,15377,J T Kingsley,3,0,53551,1,0.0,5.5,[],59491,2021-10-12 15:11
MAGICAL FLETCH,4435,B S Green,5,0,TT343,2,0.1575,2.75,[],59491,2021-10-12 15:11
SOLID NABY,4441,S A Cahill,6,0,31356,3,0.02,4.5,[],59491,2021-10-12 15:11
CLAIRKEITH CERYS,10841,A E Gardiner,4,0,54664,4,0.07,4.33,[],59491,2021-10-12 15:11
FINAL BLAKE,9184,A J Taylor,1,0,TTTTT,5,0.385,9,[],59491,2021-10-12 15:11
CARTERS CHASE,11714,R P Rees,2,0,51534,6,0.2275,6,[],59491,2021-10-12 15:11
