greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BRIDEVALLEY PA,19360,D Brock,2,0,T343T,1,0.0,7,[],79038,2022-03-02 13:33
SALEMS NASHVILLE,2093,J Pearson,6,0,61514,2,0.0875,4.5,[],79038,2022-03-02 13:33
THEYALLFELLOUT,12415,P Clarke,5,0,26654,3,0.0,7,[],79038,2022-03-02 13:33
OAKGROVEBILLIJAY,11933,J Pearson,3,0,32222,4,0.1575,3.25,[],79038,2022-03-02 13:33
EASY WINKLE,17267,C M Dibb,1,0,41446,5,0.07,9,[],79038,2022-03-02 13:33
ONLY PADDY,15808,C M Dibb,4,0,51326,6,0.3325,2.88,[],79038,2022-03-02 13:33
