greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
PENNYS PAPINEAU,2963,B Doyle,5,0,14532,1,0.0,5,[],78898,2022-03-01 11:24
JAXX YA BODY,12150,J M Liles,1,0,11165,2,0.02,5.5,[],78898,2022-03-01 11:24
IDOLISED,6890,J S J Simpson,2,0,24166,3,0.015,8,[],78898,2022-03-01 11:24
JEOPARDY ANGEL,12153,P W Young,4,0,16651,4,0.0,5,[],78898,2022-03-01 11:24
TALKINGTOTHEMOON,19572,M E Westwood,3,0,TTTT6,5,0.0875,2,[],78898,2022-03-01 11:24
DROOPYS ACHIEVER,12450,J S J Simpson,6,0,64556,6,0.2275,15,[],78898,2022-03-01 11:24
