greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
GERT EMPIRE,19152,P T Maynard,1,0,T2344,1,0.0,2.1,[],78699,2022-02-28 11:13
COOLSIDE IVY,616,J A Danahar,3,0,TT431,2,0.105,12,[],78699,2022-02-28 11:13
WESTWELL JENNY,9204,P V Swadden,2,0,24236,3,0.0,4.33,[],78699,2022-02-28 11:13
BOLEYS FLASH,8838,G C Wright,6,0,31221,4,0.1925,4,[],78699,2022-02-28 11:13
ARDERA TESS,15394,D O Pearce,4,0,14455,5,0.0,11,[],78699,2022-02-28 11:13
MANIFESTO,17700,S R Pilgrim,5,0,46412,6,0.21,7,[],78699,2022-02-28 11:13
