greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BLACK EYED RAZL,15034,D R Jinks,2,0,36T25,1,0.0,2.75,[],78578,2022-02-26 10:23
JUMEIRAH EMMS,17662,C F Allen,6,0,62124,2,0.0875,3.25,[],78578,2022-02-26 10:23
SENAHEL PIXIE,10005,R M Emery,1,0,23623,3,0.1925,4,[],78578,2022-02-26 10:23
PENNYLANE TIGER,10112,C M Dibb,4,0,33T15,4,0.0,11,[],78578,2022-02-26 10:23
COOLY CONTESSA,3145,P Held,5,0,41352,5,0.175,4.5,[],78578,2022-02-26 10:23
