greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
ZAZZERAS ROSIE,18680,B Stowe,2,0,23TTT,1,0.0,2.25,[],78686,2022-02-27 21:18
YORVICK PANDA,8598,C Wilson,1,0,23243,2,0.14,7,[],78686,2022-02-27 21:18
SAVANA KOKO,18686,G A Payne,5,0,T316T,3,0.21,4,[],78686,2022-02-27 21:18
KILWEST LADY,12911,J Bloomfield,3,0,1T354,4,0.015,5,[],78686,2022-02-27 21:18
INDIGO DIAMOND,12114,M E Westwood,4,0,16464,5,0.0,11,[],78686,2022-02-27 21:18
SMITHY ZKITTLEZ,18076,J J Gornall,6,0,15552,6,0.2625,7,[],78686,2022-02-27 21:18
