greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
INSANE FLY,19417,G Andreas,6,0,TT141,1,0.0,21,[],78932,2022-03-01 17:08
MISTER BREAK,18831,R P Rees,2,0,21215,3,0.07,3,[],78932,2022-03-01 17:08
IMAFOOTIELIONESS,14210,D D Knight,4,0,12624,4,0.015,5.5,[],78932,2022-03-01 17:08
GLENGAR BOBBY,19365,A R Keppie,5,0,TT322,5,0.07,3.75,[],78932,2022-03-01 17:08
INSANE DORIS,19391,G Andreas,3,0,TT223,6,0.02,5.5,[],78932,2022-03-01 17:08
CENTRE FOLD,505,S Maplesden,1,0,TT6TT,,0.0,,[],78932,2022-03-01 17:08
