greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BAA,19296,G Vincent,6,0,T1111,1,0.0,2.38,[],79144,2022-03-03 17:52
MUSTANG ANITA,2754,A M Kibble,2,0,23223,2,0.14,4.5,[],79144,2022-03-03 17:52
YANKEE LOLA,15664,G C Wright,4,0,11544,3,0.0875,13,[],79144,2022-03-03 17:52
NO BETTER BOY,15333,T Kibble,3,0,34253,4,0.105,3.5,[],79144,2022-03-03 17:52
VALAIS DAZL,9870,S Mcdonald,1,0,21431,5,0.1925,7,[],79144,2022-03-03 17:52
FERNDALE LIMO,10081,G C Wright,5,0,T6515,6,0.02,8,[],79144,2022-03-03 17:52
