greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
WALKAWAY DEMIE,11820,M Haythorne,1,0,15153,1,0.0,6,[],78628,2022-02-27 11:16
WHOS ALICE,18537,J Simpson,2,0,TTTT5,2,0.07,2.2,[],78628,2022-02-27 11:16
PENNYS SEVEN,17817,L J Macmanus,6,0,4453T,3,0.245,6.5,[],78628,2022-02-27 11:16
JUMEIRAH MEADOW,8510,D Calvert,5,0,43126,4,0.0,7,[],78628,2022-02-27 11:16
JAGUAR MATT,13754,R J Overton,4,0,65343,6,99.9,3.25,[],78628,2022-02-27 11:16
CEIDE FIELDS,17660,W E Link,3,0,56552,,0.0,,[],78628,2022-02-27 11:16
