greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
DE BOCK,16733,D W Lee,6,0,TTTT3,1,0.0,4,[],79095,2022-03-02 19:24
BRICKS TRUMP,17544,M E Westwood,1,0,1233T,2,0.35,3.25,[],79095,2022-03-02 19:24
COOLY CONTESSA,3145,P Held,5,0,41352,3,0.3675,13,[],79095,2022-03-02 19:24
DARCIS RIO,16723,L Field,4,0,22263,4,0.0,6,[],79095,2022-03-02 19:24
DRUMDOIT JEWEL,18923,L Field,3,0,14154,5,0.0875,2.5,[],79095,2022-03-02 19:24
MAKEIT LOULOU,6632,F J Gray,2,0,56322,6,0.0875,21,[],79095,2022-03-02 19:24
