greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
FRONT SOCIETY,8486,K R Proctor,1,0,1T111,1,0.0,2.1,[],79092,2022-03-02 18:33
MOANTEEN SWEEP,4390,L Field,3,0,24536,2,0.6125,5.5,[],79092,2022-03-02 18:33
BALLYNABEE JET,642,T J Dornan,6,0,43162,3,0.28,6,[],79092,2022-03-02 18:33
GARNACANTY DIVA,16187,F J Gray,2,0,TTT1T,4,0.0,13,[],79092,2022-03-02 18:33
RAGTIME BILLY,13758,T J Dornan,4,0,4T45T,5,0.28,3.25,[],79092,2022-03-02 18:33
SAVANA JACKIE,10935,F J Gray,5,0,65662,6,0.0,26,[],79092,2022-03-02 18:33
