greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
BALLINULTY ZIP,18693,C Condon,5,0,5TT21,1,0.0,3.5,[],78942,2022-03-01 19:56
SALACRES MITCHEL,8773,P H Harnden,4,0,31565,2,0.0,5,[],78942,2022-03-01 19:56
NORTHLINK MAN,11690,A L Steels,1,0,52221,3,0.0,3.5,[],78942,2022-03-01 19:56
CONTINGENCY,13820,M J Richards,6,0,66321,4,0.015,5,[],78942,2022-03-01 19:56
ALARMING WINNIE,7443,D Jeans,3,0,13344,5,0.0,6,[],78942,2022-03-01 19:56
RATTLING APPCAL,6486,P H Harnden,2,0,T6613,6,0.015,7,[],78942,2022-03-01 19:56
