greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
GULLEEN PAT,6449,J Gray,2,0,65542,1,0.0,2.75,[],78746,2022-02-28 21:26
MEMPHIS COURT,16839,B Denby,6,0,66355,2,0.0,6,[],78746,2022-02-28 21:26
BLISSFUL MARTHA,18269,P C White,5,0,T535T,3,0.015,6,[],78746,2022-02-28 21:26
BALLYBOSS TOM,13389,A O Hopkins,1,0,41125,4,0.0,4.5,[],78746,2022-02-28 21:26
HIGHVIEW BUZZ,3192,J Gray,3,0,14243,5,0.0,4.5,[],78746,2022-02-28 21:26
BLUES BROTHER,3229,P Timmins,4,0,5TTT4,6,0.175,7,[],78746,2022-02-28 21:26
