greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
TALBOT LOCKDOWN,17470,A J Dunn,1,0,T2315,1,0.0,2.63,[],78363,2022-02-25 15:11
AGENT MOORE,13086,P A Curtin,2,0,55133,2,0.2625,5,[],78363,2022-02-25 15:11
RUSHMOOR FREEZE,14187,C D Marston,4,0,42644,3,0.105,3.75,[],78363,2022-02-25 15:11
ALICE,17017,C D Marston,3,0,22645,4,0.14,6,[],78363,2022-02-25 15:11
HELLO THERE,4850,P I Cowdrill,6,0,23332,5,0.0,6,[],78363,2022-02-25 15:11
TOPSY WALL,16351,C D Marston,5,0,22152,6,0.07,11,[],78363,2022-02-25 15:11
