greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
ANASTASIA,16770,D Mullins,6,0,225T1,1,0.0,2.75,[],78380,2022-02-25 20:17
ANTIGUA BLUEY,19101,M A Wallis,4,0,T344T,2,0.4725,4,[],78380,2022-02-25 20:17
LISNAKILL LAURIE,19625,J M Liles,5,0,TTT,3,0.35,7,[],78380,2022-02-25 20:17
LIGHTFOOT STYLES,18322,M P Brown,3,0,24231,4,0.07,3.5,[],78380,2022-02-25 20:17
SON OF SPOOFER,18445,M P Brown,1,0,TT3T3,5,0.0,7,[],78380,2022-02-25 20:17
UNDERGROUND ROSE,17184,P W Young,2,0,41624,6,0.015,15,[],78380,2022-02-25 20:17
