greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
ALONG CAME POLLY,11698,R Jury,2,0,T4621,1,0.0,4.33,[],79140,2022-03-03 16:34
HELLO GABBY,13842,Q P Bevan,1,0,35T23,2,0.105,2.88,[],79140,2022-03-03 16:34
BELLINI,140,A M Kibble,4,0,15625,3,0.21,6,[],79140,2022-03-03 16:34
WYCHWOOD MAX,7898,A M Kibble,5,0,24214,4,0.015,4.5,[],79140,2022-03-03 16:34
MUSTANG DOLLY,8707,S Mcdonald,6,0,43514,5,0.1225,9,[],79140,2022-03-03 16:34
HACKATTACK,18078,P R Foster,3,0,51516,6,0.28,5,[],79140,2022-03-03 16:34
