greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
LENSON DOCTOR,15884,A M P Collett,3,0,65646,1,0.0,2.25,[],78199,2022-02-24 12:01
LEMON LUKE,18207,P M Donovan,6,0,5343T,2,0.385,2.5,[],78199,2022-02-24 12:01
COORS LAD,11171,R Pattinson,1,0,25T62,3,0.245,7,[],78199,2022-02-24 12:01
DARCIS THEO,12770,D K Hurlock,4,0,614T6,4,0.0875,11,[],78199,2022-02-24 12:01
SPIRE AND MIRE,8735,K Dodington,5,0,3343T,5,0.07,21,[],78199,2022-02-24 12:01
GARRYFINE DOLLY,16453,M N Fenwick,2,0,23T41,6,0.105,7,[],78199,2022-02-24 12:01
