greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
CONNIE SINGS,16352,C D Marston,1,0,56251,1,0.0,1.8,[],78779,2022-02-28 16:18
ACROSS THE POND,18907,C S Fereday,5,0,TTTT4,2,0.1225,3,[],78779,2022-02-28 16:18
FINAL LASS,18754,K Billingham,4,0,T4514,3,0.245,4.5,[],78779,2022-02-28 16:18
WILLOWDALE RACH,14999,A J Dunn,2,0,6216T,4,99.9,13,[],78779,2022-02-28 16:18
BENGARTH BLAISE,13172,G A Griffiths,3,0,344T6,,0.0,,[],78779,2022-02-28 16:18
DEETEEDEE CHARLY,10719,K Billingham,6,0,54221,,0.0,,[],78779,2022-02-28 16:18
