greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
TRICKYS RUBYBLUE,14743,R Holt,5,0,24342,1,0.0,6,[],78402,2022-02-25 20:59
RETALIATE FIRST,15989,J Moore,3,0,3T666,2,0.0,5,[],78402,2022-02-25 20:59
BORNA RUMOUR,4810,P W Gregson,6,0,43435,3,0.0,5,[],78402,2022-02-25 20:59
EASY EDGE,9271,G A Rees,4,0,13423,4,0.03,3,[],78402,2022-02-25 20:59
BLUE WAVE,7931,W Brown,2,0,23633,5,0.0,7,[],78402,2022-02-25 20:59
PERFECTO STAR,19490,J R Smith,1,0,TTT1,6,0.07,2.25,[],78402,2022-02-25 20:59
