greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
RYECROFT APOLLO,14033,R J Overton,1,0,16514,1,0.0,9,[],78809,2022-02-28 21:12
RACKETHALL VICKY,7262,K M Tobin,6,0,34141,2,0.28,7.5,[],78809,2022-02-28 21:12
RYECROFT NYX,13986,R J Overton,3,0,2265T,3,0.015,7,[],78809,2022-02-28 21:12
MY BLUE BOY,17740,D Calvert,4,0,46433,4,0.1225,2.88,[],78809,2022-02-28 21:12
FRAINEY GREASER,9480,K M Tobin,5,0,T5322,5,0.0,2.88,[],78809,2022-02-28 21:12
SPRINGWOOD EDEL,4529,J Simpson,2,0,45154,6,0.07,5,[],78809,2022-02-28 21:12
