greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
GLENSIDE PENNY,19584,K Blackbird,3,0,TTT5,1,0.0,7,[],79149,2022-03-03 18:36
DIXIE PEARL,14478,S Linley,6,0,T6162,2,0.2625,2,[],79149,2022-03-03 18:36
MAINSTREET MESSI,17048,P Miller,2,0,34216,3,0.0875,4.5,[],79149,2022-03-03 18:36
AUTUMN TYSON,19284,J A Teal,4,0,TTT65,4,0.2275,15,[],79149,2022-03-03 18:36
NOIRS SEAMIE,19344,J A Teal,5,0,TTT12,5,0.175,4.33,[],79149,2022-03-03 18:36
SKIPALONG AMBER,19600,E Y Bell,1,0,TTTT6,6,0.1925,8,[],79149,2022-03-03 18:36
