greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
RUFFIAN FURY,16052,K J Cobbold,4,0,33632,1,0.0,4.33,[],78459,2022-02-26 20:06
THYMELEA BORIS,15302,S Manthorpe,3,0,36334,2,0.105,3,[],78459,2022-02-26 20:06
MARROWAY BOY,13708,E G Samuels,2,0,35665,3,0.0875,5,[],78459,2022-02-26 20:06
MOORS OREO,12564,C L S Snare,5,0,66551,4,0.07,8,[],78459,2022-02-26 20:06
TAKE OFF STAR,16050,S J Ballard,6,0,31316,5,0.14,5.5,[],78459,2022-02-26 20:06
RAHALE RODGE,14576,P D Burr,1,0,6524T,6,0.2275,5,[],78459,2022-02-26 20:06
