greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
CRYSTAL MILLROAD,17193,K Dobson,2,0,42313,1,0.0,3.25,[],78591,2022-02-27 13:51
BILLS TITANIUM,17413,E Y Bell,3,0,TT321,2,0.0875,3.25,[],78591,2022-02-27 13:51
TIERMANA SWIFT,17783,P Miller,5,0,64252,3,0.14,5,[],78591,2022-02-27 13:51
ROSS JOE,13465,K Blackbird,6,0,25444,4,0.1575,6.5,[],78591,2022-02-27 13:51
BASHFUL KATE,16311,K Blackbird,1,0,62465,5,0.14,12,[],78591,2022-02-27 13:51
LIXNAW RODDICK,18698,G Strike,4,0,45121,6,0.015,4.5,[],78591,2022-02-27 13:51
