greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
KEREIGHT LADY,10659,G L Davidson,1,0,53663,1,0.0,3,[],79229,2022-03-03 19:36
SHAUNAS BREA,11345,N E M Mcellistrim,3,0,T2664,2,0.105,4.33,[],79229,2022-03-03 19:36
KEREIGHT I CANT,5354,A J Taylor,5,0,56256,3,0.0,4.33,[],79229,2022-03-03 19:36
BLUESTAR MASTER,533,A J Taylor,6,0,56562,4,0.245,3.5,[],79229,2022-03-03 19:36
FEARSOME CHARLIE,18855,A R Keppie,4,0,6416T,5,0.525,7,[],79229,2022-03-03 19:36
YASSOO PERFECT,17468,G Andreas,2,0,646T6,,0.0,,[],79229,2022-03-03 19:36
