greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
KILBOBBIN MAGGIE,13652,K E Seville,4,0,21T26,1,0.0,3.25,[],78843,2022-03-01 13:28
SCOTCH ROBERTA,19542,I Zivkovic,3,0,TTTT6,2,0.015,6,[],78843,2022-03-01 13:28
SECURITY LEGEND,14869,M N May,2,0,22311,3,0.1225,5,[],78843,2022-03-01 13:28
HOLLYHILL MAGS,17250,W M Lyons,1,0,22124,4,0.14,4.5,[],78843,2022-03-01 13:28
MILDENBERGER,10918,K E Seville,5,0,41441,5,0.21,9,[],78843,2022-03-01 13:28
ZERO O SEVEN,11259,M N May,6,0,21321,6,0.0875,3.75,[],78843,2022-03-01 13:28
