greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
WINGSOFMARGARET,19435,D L Cross,4,0,TT13,1,0.0,3.75,[],78799,2022-02-28 18:09
MEGA BOY,17351,L J Macmanus,3,0,43413,2,0.2625,6,[],78799,2022-02-28 18:09
MASH MAD LUNA,19232,K M Tobin,2,0,T5T46,3,0.0875,8,[],78799,2022-02-28 18:09
RUSSANDA BESS,8613,S R Parker,5,0,22TT4,4,0.015,2.75,[],78799,2022-02-28 18:09
JUMEIRAH GIFT,4049,D Calvert,1,0,15225,5,0.0,6.5,[],78799,2022-02-28 18:09
BLISTERING STAR,7990,D L Cross,6,0,T1256,6,0.2625,5,[],78799,2022-02-28 18:09
