greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
DROOPYS GOODTIME,15828,R P Rees,6,0,215T2,1,0.0,7,[],78543,2022-02-26 20:23
AAYAMZA DREAM,16710,M A Wallis,1,0,T1341,2,0.2275,1.25,[],78543,2022-02-26 20:23
BETTYS BOOK,11646,K P Boon,3,0,4T512,3,0.245,11,[],78543,2022-02-26 20:23
LONGACRES KIM,663,P J Doocey,5,0,TTT23,4,0.015,67,[],78543,2022-02-26 20:23
SAVANA SCRAPPY,14216,D Henry,4,0,42T21,5,0.1575,9,[],78543,2022-02-26 20:23
