greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
DARBYS CROWN,12719,R Williams,3,0,53554,1,0.0,5,[],78687,2022-02-28 11:06
SALLAGH STAR,12644,S W Deakin,6,0,62445,2,0.0,3.5,[],78687,2022-02-28 11:06
DISTANT PIRATE,623,S J Cull,5,0,46544,3,0.0875,6,[],78687,2022-02-28 11:06
HILLTOP DESSIE,19223,J R Hall,4,0,T3T55,4,0.28,4.5,[],78687,2022-02-28 11:06
ROSIE DE WINTER,15460,S L Newberry,2,0,52216,5,0.245,7,[],78687,2022-02-28 11:06
NOELS MUFFINS,11190,G B Ballentine,1,0,T3643,6,0.0,4,[],78687,2022-02-28 11:06
