greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
CREEVY CHANCE,14362,J R Hall,5,0,13211,1,0.0,3.25,[],78696,2022-02-28 13:21
CACTUS SANDY,18451,N M Slowley,4,0,15361,2,0.0,5,[],78696,2022-02-28 13:21
FINAL MERCURY,19034,J P Lambe,1,0,54353,3,0.1225,3.25,[],78696,2022-02-28 13:21
RISE UP LADY,8699,N P Ralph Jnr,6,0,64415,4,0.2975,12,[],78696,2022-02-28 13:21
FAYDAS TRUFFLE,3953,J R Hall,3,0,64542,5,0.015,4.33,[],78696,2022-02-28 13:21
CHADDESLEY BEAST,12340,S W Deakin,2,0,25351,6,0.1225,7,[],78696,2022-02-28 13:21
