greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
PENNYS CANDY,14962,R C Hardy,1,0,22433,1,0.0,4.5,[],79079,2022-03-02 18:09
ARDERA CHARM,16164,R J Overton,2,0,1T321,2,0.245,3.5,[],79079,2022-03-02 18:09
COME ON SUE,19653,P Smith,5,0,TT,3,0.1225,5,[],79079,2022-03-02 18:09
RUNTELLGRANDAD,9430,K M Tobin,4,0,42245,4,0.0875,7,[],79079,2022-03-02 18:09
BRENNANS JAMES,17053,D Calvert,3,0,14654,5,0.105,5,[],79079,2022-03-02 18:09
JOYCES NEWS,15986,D Calvert,6,0,5T152,6,0.0,4.5,[],79079,2022-03-02 18:09
