greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
TRICKYS RUBYBLUE,14743,R Holt,5,0,24342,1,0.0,3.75,[],79379,2022-03-04 20:25
GEELO BONNIE,17626,J D Davy,2,0,21114,2,0.105,2,[],79379,2022-03-04 20:25
BLUE WAVE,7931,W Brown,1,0,23633,3,0.015,5,[],79379,2022-03-04 20:25
SHADY ELLA,12791,J R Smith,3,0,51TTT,4,0.015,3.5,[],79379,2022-03-04 20:25
BORNA RUMOUR,4810,P W Gregson,6,0,43435,5,0.02,6.5,[],79379,2022-03-04 20:25
