greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
DALEROAD KID,15191,J Daly,5,0,34316,1,0.0,12,[],78963,2022-03-01 09:18
KEATS,15360,M A Wallis,2,0,1TTT4,2,0.1575,3.75,[],78963,2022-03-01 09:18
PARADOX,15401,J Daly,1,0,53TTT,3,0.015,1.57,[],78963,2022-03-01 09:18
SAVANA BUTCH,16523,J M Ray,6,0,TT1TT,4,0.28,6.5,[],78963,2022-03-01 09:18
BALLINABOLA NIAL,13520,J Daly,4,0,56112,5,0.02,10,[],78963,2022-03-01 09:18
POTTY BY NAME,18043,P B Philpott,3,0,6TTT4,,0.0,,[],78963,2022-03-01 09:18
