greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
COOLAVANNY ARNIE,14711,M A Wallis,2,0,43256,1,0.0,4.33,[],78656,2022-02-27 15:48
HOLYCROSS BRAE,14736,J Bloomfield,4,0,334T1,2,0.2275,4.33,[],78656,2022-02-27 15:48
ALIEN SNOGGER,18870,F J Gray,6,0,4T111,3,0.1925,2,[],78656,2022-02-27 15:48
KILARA MONTJEU,4556,V A Lea,5,0,52233,4,0.105,9,[],78656,2022-02-27 15:48
ERRILL MOON,14588,L G Tuffin,1,0,54513,6,0.14,7,[],78656,2022-02-27 15:48
FABULOUS TWIRL,18967,L G Tuffin,3,0,6T25T,,0.0,,[],78656,2022-02-27 15:48
