greyhound,id_greyhound,trainer,number,non_runner,form,position,distance_beaten,sp,odds,id_race,date
SOME LUCKY LADY,5443,C S Fereday,6,0,5T454,1,0.0,9,[],78359,2022-02-25 13:57
SWIFT IMPROVISE,3638,C Jones,2,0,25313,2,0.07,9,[],78359,2022-02-25 13:57
KALGOORLIE GOLD,16666,A J Dunn,5,0,65436,3,0.2975,5.5,[],78359,2022-02-25 13:57
BIRCHGROVE ACE,18711,C D Marston,4,0,22534,4,0.015,2.88,[],78359,2022-02-25 13:57
GENTLE ALICE,16259,C D Marston,3,0,22661,5,0.1925,8,[],78359,2022-02-25 13:57
LOVE LETTER,17833,P C White,1,0,24213,6,99.9,2.5,[],78359,2022-02-25 13:57
